manufacturer,film_name,film_key,product_code,source_kind,source_doc,source_product_name,notes
"3M Fasara","San Marino Milky Milky SH2MAMM","3M FASARA|SAN MARINO MILKY MILKY SH2MAMM","SH2MAMM","official_catalog","3M Glass Finishes 2020-2021 Catalog","Milky Milky","House-style name keeps San Marino family label."
"3M Fasara","Sand SH2FGSD","3M FASARA|SAND SH2FGSD","SH2FGSD","official_catalog","3M Glass Finishes 2020-2021 Catalog","Sand",""
"3M Fasara","Seattle Fine SH2DGST-F","3M FASARA|SEATTLE FINE SH2DGST-F","SH2DGST-F","official_catalog","3M Glass Finishes 2020-2021 Catalog","Seattle Fine",""
"3M Fasara","Seattle SH2DGST","3M FASARA|SEATTLE SH2DGST","SH2DGST","official_catalog","3M Glass Finishes 2020-2021 Catalog","Seattle",""
"3M Fasara","Sensai Linen Champagne Gold SH2CSSEC","3M FASARA|SENSAI LINEN CHAMPAGNE GOLD SH2CSSEC","SH2CSSEC","official_catalog","3M Glass Finishes 2020-2021 Catalog","Sensai Linen Champagne Gold",""
"3M Fasara","Sensai Linen SH2FGSE","3M FASARA|SENSAI LINEN SH2FGSE","SH2FGSE","official_catalog","3M Glass Finishes 2020-2021 Catalog","Sensai Linen",""
"3M Fasara","Shigure Black SH2BKSG","3M FASARA|SHIGURE BLACK SH2BKSG","SH2BKSG","official_catalog","3M Glass Finishes 2020-2021 Catalog","Shigure Black",""
"3M Fasara","Shigure Gray SH2GRSG","3M FASARA|SHIGURE GRAY SH2GRSG","SH2GRSG","official_catalog","3M Glass Finishes 2020-2021 Catalog","Shigure Gray",""
"3M Fasara","Shigure SH2PTSG","3M FASARA|SHIGURE SH2PTSG","SH2PTSG","official_catalog","3M Glass Finishes 2020-2021 Catalog","Shigure",""
"3M Fasara","Shizuku SH2FGSK","3M FASARA|SHIZUKU SH2FGSK","SH2FGSK","official_catalog","3M Glass Finishes 2020-2021 Catalog","Shizuku",""
"3M Fasara","Shutie Black SH2BKST","3M FASARA|SHUTIE BLACK SH2BKST","SH2BKST","official_catalog","3M Glass Finishes 2020-2021 Catalog","Shutie Black",""
"3M Fasara","Shutie SH2FGST","3M FASARA|SHUTIE SH2FGST","SH2FGST","official_catalog","3M Glass Finishes 2020-2021 Catalog","Shutie",""
"3M Fasara","Slat SH2FGSL","3M FASARA|SLAT SH2FGSL","SH2FGSL","official_catalog","3M Glass Finishes 2020-2021 Catalog","Slat",""
"3M Fasara","Slat-g SH2FGSL-G","3M FASARA|SLAT-G SH2FGSL-G","SH2FGSL-G","official_catalog","3M Glass Finishes 2020-2021 Catalog","Slat-g",""
"3M Fasara","Straight Washi SH2FGSW","3M FASARA|STRAIGHT WASHI SH2FGSW","SH2FGSW","official_catalog","3M Glass Finishes 2020-2021 Catalog","Straight Washi",""
"3M Fasara","String Reverse SH2PTSTR","3M FASARA|STRING REVERSE SH2PTSTR","SH2PTSTR","official_catalog","3M Glass Finishes 2020-2021 Catalog","String Reverse",""
"3M Fasara","String SH2PTST","3M FASARA|STRING SH2PTST","SH2PTST","official_catalog","3M Glass Finishes 2020-2021 Catalog","String",""
"3M Fasara","Terrazzo Black SH2BKTZ","3M FASARA|TERRAZZO BLACK SH2BKTZ","SH2BKTZ","official_catalog","3M Glass Finishes 2020-2021 Catalog","Terrazzo Black",""
"3M Fasara","Terrazzo SH2FGTZ","3M FASARA|TERRAZZO SH2FGTZ","SH2FGTZ","official_catalog","3M Glass Finishes 2020-2021 Catalog","Terrazzo",""
"3M Fasara","Travertine Black SH2BKTV","3M FASARA|TRAVERTINE BLACK SH2BKTV","SH2BKTV","official_catalog","3M Glass Finishes 2020-2021 Catalog","Travertine Black",""
"3M Fasara","Travertine SH2FGTV","3M FASARA|TRAVERTINE SH2FGTV","SH2FGTV","official_catalog","3M Glass Finishes 2020-2021 Catalog","Travertine",""
"3M Fasara","Tsurugi SH2FGTG","3M FASARA|TSURUGI SH2FGTG","SH2FGTG","official_catalog","3M Glass Finishes 2020-2021 Catalog","Tsurugi",""
"3M Fasara","Vega SH2FGVG","3M FASARA|VEGA SH2FGVG","SH2FGVG","official_catalog","3M Glass Finishes 2020-2021 Catalog","Vega",""
"3M Fasara","Venetian SH2FGVN","3M FASARA|VENETIAN SH2FGVN","SH2FGVN","official_catalog","3M Glass Finishes 2020-2021 Catalog","Venetian",""
"3M Fasara","Vista SH2FGVI","3M FASARA|VISTA SH2FGVI","SH2FGVI","official_catalog","3M Glass Finishes 2020-2021 Catalog","Vista",""
"3M Fasara","Weave Pearl + Dark Gray SH2EMWG","3M FASARA|WEAVE PEARL + DARK GRAY SH2EMWG","SH2EMWG","official_catalog","3M Glass Finishes 2020-2021 Catalog","Weave Pearl + Dark Gray",""
"3M Fasara","Weave Pearl SH2EMWP","3M FASARA|WEAVE PEARL SH2EMWP","SH2EMWP","official_catalog","3M Glass Finishes 2020-2021 Catalog","Weave Pearl",""
"3M Fasara","Whiteboard WH-111-G","3M FASARA|WHITEBOARD WH-111-G","WH-111-G","official_catalog","3M Glass Finishes 2020-2021 Catalog","Whiteboard",""
"3M Fasara","Wind SH2PTWD","3M FASARA|WIND SH2PTWD","SH2PTWD","official_catalog","3M Glass Finishes 2020-2021 Catalog","Wind",""
"3M Fasara","Yamato SH2PTYA","3M FASARA|YAMATO SH2PTYA","SH2PTYA","official_catalog","3M Glass Finishes 2020-2021 Catalog","Yamato",""
