boxId,status,manufacturer,filmName,widthIn,initialFeet,feetAvailable,orderDate,receivedDate,lastCheckoutJob,lastCheckoutDate,zeroedDate,zeroedReason,zeroedBy
"IL1-6188","IN_STOCK","Security","Madico Safetyshield 800","48","50","50","2023-07-31","2023-07-31","","","","",""
"IL1-6203","IN_STOCK","3M Fasara","SH2FGCN Cloud Narrow White","50","98","98","2023-02-13","2023-02-13","","","","",""
"IL1-6210","IN_STOCK","3M Fasara","Mare SH2FGMR","50","20","20","2023-02-13","2023-02-13","","","","",""
"IL1-6221","IN_STOCK","3M Fasara","Mare SH2FGMR","50","6","6","2023-02-13","2023-02-13","","","","",""
"IL1-6226","IN_STOCK","3M Solar","Prestige 70 Exterior","60","8","8","2023-07-31","2023-07-31","","","","",""
"IL1-6244","IN_STOCK","3M Fasara","Shutie Vertical SH2FGST","50","6","6","2023-02-13","2023-02-13","","","","",""
"IL1-6246","IN_STOCK","3M Fasara","Shutie Vertical SH2FGST","50","22","22","2023-02-13","2023-02-13","","","","",""
"IL1-6250","IN_STOCK","3M Fasara","Shutie Vertical SH2FGST","50","70","70","2023-02-13","2023-02-13","","","","",""
"IL1-6254","IN_STOCK","3M Solar","Prestige 40 Exterior","36","16","16","2023-07-31","2023-07-31","","","","",""
"IL1-6271","IN_STOCK","Security","3M Ultra S800","72","36","36","2023-07-31","2023-07-31","","","","",""
"IL1-6280","IN_STOCK","SOLYX","SX-3140 Dusted Crystal","60","30","30","2023-07-31","2023-07-31","","","","",""
"IL1-6281","IN_STOCK","Security","Madico 12 Mil Frost Matte","60","15","15","2023-07-31","2023-07-31","","","","",""
"IL1-6286","IN_STOCK","Security","3M AG-6","60","20","20","2023-07-31","2023-07-31","","","","",""
"IL1-6307","IN_STOCK","3M Solar","Neutral 50 RE50NEARL","60","20","20","2023-07-31","2023-07-31","","","","",""
"IL1-6309","IN_STOCK","Solar Gard","Slate 40","60","40","40","2023-07-31","2023-07-31","","","","",""
"IL1-6310","IN_STOCK","Solar Gard","Slate 40","60","50","50","2023-07-31","2023-07-31","","","","",""
"IL1-6318","IN_STOCK","SOLYX","SX-1409 White Sand Matte","60","25","25","2023-07-31","2023-07-31","","","","",""
"IL1-6333","IN_STOCK","Solar Gard","Sterling 70","60","20","20","2023-07-31","2023-07-31","","","","",""
"IL1-6335","IN_STOCK","Security","Madico Safetyshield 800","48","40","40","2023-07-31","2023-07-31","","","","",""
"IL1-6340","IN_STOCK","Security","Madico Safetyshield 800","60","80","80","2023-07-31","2023-07-31","","","","",""
"IL1-6347","IN_STOCK","SOLYX","SX-SC544 Rain Glass - Static Cling","48","20","20","2023-07-31","2023-07-31","","","","",""
"IL1-6352","IN_STOCK","SOLYX","SX-9000 Clear Waters","24","20","20","2023-07-31","2023-07-31","","","","",""
"IL1-6353","IN_STOCK","Security","Madico Reflective Silver 40","72","50","50","2023-07-31","2023-07-31","","","","",""
"IL1-6360","IN_STOCK","Solar Gard","Slate 40","48","10","10","2023-07-31","2023-07-31","","","","",""
"IL1-6361","IN_STOCK","Solar Gard","Slate 40","60","100","100","2023-07-31","2023-07-31","","","","",""
"IL1-6362","IN_STOCK","Solar Gard","Slate 40","60","100","100","2023-07-31","2023-07-31","","","","",""
