"BoxID","Manufacturer","FilmName","WidthIn","InitialFeet","FeetAvailable","LotRun","Status","OrderDate","ReceivedDate","InitialWeightLbs","LastRollWeightLbs","LastWeighedDate","FilmKey","CoreType","CoreWeightLbs","LfWeightLbsPerFt","PurchaseCost","Notes","HasEverBeenCheckedOut","LastCheckoutJob","LastCheckoutDate","ZeroedDate","ZeroedReason","ZeroedBy"
"IL-3021","Vinyl","3M Perf One Way","54","15","15","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|3M PERF ONE WAY","","","","","SourceSheet=Vinyl; SourceRow=14; RawDescription=3021 - 3M Perf One Way 54""","false","","","","",""
"IL-3074","Vinyl","3M Opaque Black","50","9","9","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|3M OPAQUE BLACK","","","","","SourceSheet=Vinyl; SourceRow=15; RawDescription=3074 - 3M Opaque Black 50""","false","","","","",""
"IL-3137","Vinyl","3M White Translucent-3630","48","132","132","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|3M WHITE TRANSLUCENT-3630","","","","","SourceSheet=Vinyl; SourceRow=16; RawDescription=3137 - 3M White Translucent-3630 48""","false","","","","",""
"IL-3331","Vinyl","Fellers 651 High Gloss Series Black","48","12","12","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|FELLERS 651 HIGH GLOSS SERIES BLACK","","","","","SourceSheet=Vinyl; SourceRow=17; RawDescription=3331 - Fellers 651 High Gloss Series Black 48""","false","","","","",""
"IL-3533","Vinyl","3M Black Electrocut","60","10","10","","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|3M BLACK ELECTROCUT","","","","","SourceSheet=Vinyl; SourceRow=18; RawDescription=3533 - 3M Black Electrocut 60""","false","","","","",""
"IL-3013","Vinyl","PERF ONE WAY","72","100","100","2.009027401E9","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|PERF ONE WAY","","","","","SourceSheet=Vinyl; SourceRow=19; RawDescription=3013- PERF ONE WAY 72""","false","","","","",""
"IL-5206","Vinyl","3M 7125 Dark Grey 41","48","20","20","102130.0","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|3M 7125 DARK GREY 41","","","","","SourceSheet=Vinyl; SourceRow=21; RawDescription=5206 - 3M 7125 Dark Grey 41 48""","false","","","","",""
"IL-5836","Vinyl","Oracal 651 Lt Gray 72","48","15","15","","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 651 LT GRAY 72","","","","","SourceSheet=Vinyl; SourceRow=22; RawDescription=5836 - Oracal 651 Lt Gray 72 48""","false","","","","",""
"IL-5837","Vinyl","Oracal 651 Lt Gray 72","30","50","50","","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 651 LT GRAY 72","","","","","SourceSheet=Vinyl; SourceRow=23; RawDescription=5837 - Oracal 651 Lt Gray 72 30""","false","","","","",""
"IL-6061","Vinyl","3M White Blockout Matte 3635-20","48","140","140","L2409404","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|3M WHITE BLOCKOUT MATTE 3635-20","","","","","SourceSheet=Vinyl; SourceRow=24; RawDescription=6061 - 3M White Blockout Matte 3635-20 48""","false","","","","",""
"IL-6069","Vinyl","3M White Blockout Matte 3635-20","48","150","150","L2409404","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|3M WHITE BLOCKOUT MATTE 3635-20","","","","","SourceSheet=Vinyl; SourceRow=25; RawDescription=6069 - 3M White Blockout Matte 3635-20 48""","false","","","","",""
"IL-6155","Vinyl","3M Scotchcal Duranodic 3630-69","48","15","15","192944.0","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|3M SCOTCHCAL DURANODIC 3630-69","","","","","SourceSheet=Vinyl; SourceRow=27; RawDescription=6155 - 3M Scotchcal Duranodic 3630-69 48""","false","","","","",""
"IL-6166","Vinyl","3M Scotchcal 7125 Dark Gray","48","30","30","197202.0","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|3M SCOTCHCAL 7125 DARK GRAY","","","","","SourceSheet=Vinyl; SourceRow=28; RawDescription=6166 - 3M Scotchcal 7125 Dark Gray 48""","false","","","","",""
"IL-6204","Vinyl","Oracal 751 White","48","15","15","","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 751 WHITE","","","","","SourceSheet=Vinyl; SourceRow=29; RawDescription=6204 - Oracal 751 White 48""","false","","","","",""
"IL-6274","Vinyl","Oracal 751 Black","48","9","9","","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 751 BLACK","","","","","SourceSheet=Vinyl; SourceRow=30; RawDescription=6274 - Oracal 751 Black 48""","false","","","","",""
"IL-6345","Vinyl","Oracal 651 Black","50","150","150","","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 651 BLACK","","","","","SourceSheet=Vinyl; SourceRow=31; RawDescription=6345 - Oracal 651 Black 50""","false","","","","",""
"IL-6600","Vinyl","Oracal 951-090 Silver Metallic","48","6","6","","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 951-090 SILVER METALLIC","","","","","SourceSheet=Vinyl; SourceRow=32; RawDescription=6600 - Oracal 951-090 Silver Metallic 48""","false","","","","",""
"IL-6659","Vinyl","Oracal 951-090 Silver Metallic","48","20","20","","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 951-090 SILVER METALLIC","","","","","SourceSheet=Vinyl; SourceRow=33; RawDescription=6659 - Oracal 951-090 Silver Metallic 48""","false","","","","",""
"IL-1799","ASWFVKOOL","ASWF BLACK OPAQUE","48","35","35","065899-006","IN_STOCK","2023-02-13","2023-02-13","","","","ASWFVKOOL|ASWF BLACK OPAQUE","","","","","SourceSheet=ASWFVKOOL; SourceRow=2; RawDescription=1799- ASWF BLACK OPAQUE 48""","false","","","","",""
"IL-1801","ASWFVKOOL","ASWF FROST REMOVABLE","36","26","26","064846-010","IN_STOCK","2023-02-13","2023-02-13","","","","ASWFVKOOL|ASWF FROST REMOVABLE","","","","","SourceSheet=ASWFVKOOL; SourceRow=3; RawDescription=1801- ASWF FROST REMOVABLE 36""","false","","","","",""
"IL-1802","ASWFVKOOL","ASWF FROST REMOVABLE","48","6","6","065900-034","IN_STOCK","2023-02-13","2023-02-13","","","","ASWFVKOOL|ASWF FROST REMOVABLE","","","","","SourceSheet=ASWFVKOOL; SourceRow=4; RawDescription=1802- ASWF FROST REMOVABLE 48""","false","","","","",""
"IL-1806","ASWFVKOOL","ASWF WHITE OPAQUE","72","19","19","NA","IN_STOCK","2023-02-13","2023-02-13","","","","ASWFVKOOL|ASWF WHITE OPAQUE","","","","","SourceSheet=ASWFVKOOL; SourceRow=5; RawDescription=1806- ASWF WHITE OPAQUE 72""","false","","","","",""
"IL-3469","ASWFVKOOL","ASWF REMOVABLE WHITE FROST","60","6","6","NA","IN_STOCK","2023-02-13","2023-02-13","","","","ASWFVKOOL|ASWF REMOVABLE WHITE FROST","","","","","SourceSheet=ASWFVKOOL; SourceRow=6; RawDescription=3469- ASWF REMOVABLE WHITE FROST 60""","false","","","","",""
"IL-6660","ASWFVKOOL","V-Kool VK 70","60","50","50","5.438897042E9","IN_STOCK","2023-02-13","2023-02-13","","","","ASWFVKOOL|V-KOOL VK 70","","","","","SourceSheet=ASWFVKOOL; SourceRow=7; RawDescription=6660 - V-Kool VK 70 60""","false","","","","",""
"IL-6661","ASWFVKOOL","V-Kool VK 70","72","20","20","5.43897046E8","IN_STOCK","2023-02-13","2023-02-13","","","","ASWFVKOOL|V-KOOL VK 70","","","","","SourceSheet=ASWFVKOOL; SourceRow=8; RawDescription=6661 - V-Kool VK 70 72""","false","","","","",""
"IL-6662","ASWFVKOOL","V-Kool VK 40","36","25","25","5.435412013E9","IN_STOCK","2023-02-13","2023-02-13","","","","ASWFVKOOL|V-KOOL VK 40","","","","","SourceSheet=ASWFVKOOL; SourceRow=9; RawDescription=6662 - V-Kool VK 40 36""","false","","","","",""
"IL-6656","ASWFVKOOL","ASWF Removable Frost","48","30","30","077159-906","IN_STOCK","2023-02-13","2023-02-13","","","","ASWFVKOOL|ASWF REMOVABLE FROST","","","","","SourceSheet=ASWFVKOOL; SourceRow=10; RawDescription=6656 - ASWF Removable Frost 48""","false","","","","",""
"IL-6657","ASWFVKOOL","ASWF Removable Frost","72","60","60","079539-029","IN_STOCK","2023-02-13","2023-02-13","","","","ASWFVKOOL|ASWF REMOVABLE FROST","","","","","SourceSheet=ASWFVKOOL; SourceRow=11; RawDescription=6657 - ASWF Removable Frost 72""","false","","","","",""
